ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Your name,What is the date and time of collection?,Where are you recording the point?,"Are there no crops (fallow or pasture), one crop, or multiple crops growing in the field?",Which crop(s) are present in the field?,Other - Which crop(s) are present in the field?,"[OPTIONAL] If you selected multiple crops in the previous question, is there a dominant crop?","Other - [OPTIONAL] If you selected multiple crops in the previous question, is there a dominant crop?",[OPTIONAL] Additional notes,x,y
345,b40b81cf-fb5b-4c50-9b2f-a16523a70241,3/25/2023 22:56,,3/25/2023 22:56,,Brigette Tomas ,,Inside the field,Multiple crops,"mai`a_(banana),kalo_(taro)_-_mala_(dryland),tropical_fruits,vegetables_(e.g._leafy_greens_c",,,,"Harvest pigs and deer
tropical fruits - papaya",-156.541267,20.97053801
346,51f92d0a-be17-41ff-b9c7-c54fc89199ce,3/25/2023 22:56,,3/25/2023 22:56,,Brigette Tomas,,Inside the field,Multiple crops,"mai`a_(banana),tropical_fruits,kalo_(taro)_-_mala_(dryland)",,,,"Papaya, Hawaiian chili plant,
lilikoi in the gulch
Bee hive in field",-156.5413366,20.97058173
347,990add74-ea10-4fe7-8b40-8211ae67bca4,3/25/2023 22:56,,3/25/2023 22:56,,Brigette Tomas,,Inside the field,Home garden or irregular,kalo_(taro)_-_mala_(dryland),,,,In animal field goats and horses,-156.5409556,20.97036742
348,38a77636-70a4-497a-bc8e-636220ac1fa8,3/25/2023 22:56,,3/25/2023 22:56,,Brigette Tomas,,Inside the field,One crop,mai`a_(banana),,,,"Grass planted also
Field used to have spinich but animals ate them ",-156.5411104,20.9707328
349,fc2acb83-8afb-4a83-aa03-017db3363ff7,3/25/2023 22:56,,3/25/2023 22:56,,Brigette Tomas,,Inside the field,Multiple crops,tropical_fruits,,,,"Noni tree 
lilikoi tree",-156.5414818,20.97088142
350,57e3fbb7-eca7-47eb-8bd2-1ba94aa1da69,3/25/2023 22:56,,3/25/2023 22:56,,Brigette Tomas,,Inside the field,Multiple crops,mai`a_(banana),,,,"Mamaki 
Glyceria tree
Kukui nut tree
Papaya tree",-156.5412362,20.97084838
351,ca2bd86f-2394-49bd-a8b2-e3d1c0e33549,3/25/2023 22:56,,3/25/2023 22:56,,Brigette Tomas,,On the edge of the field,Multiple crops,kalo_(taro)_-_mala_(dryland),,,,"Korean Spinich
madagascar chestnut
",-156.5412557,20.97028265
352,fc5b3abd-aa23-482d-9fb9-d4b7e85df00f,3/25/2023 22:56,,3/25/2023 22:56,,Brigette Tomas,,Inside the field,Multiple crops,mai`a_(banana),,,,Vanilla Bean Tree,-156.5414326,20.97040665
353,4bedb31a-1d56-4006-9b21-d8225060d244,3/25/2023 22:57,,3/25/2023 22:57,,Brigette Tomas,,On the edge of the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),mai`a_(banana),`ulu_(breadfruit)",,,,"Fallow
Mixed garden",-156.5408929,20.97009892
354,7038d73a-ecc8-4843-9aaf-03e1238e8868,3/25/2023 23:22,,3/25/2023 23:22,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),mai`a_(banana),`uala_(sweet_potato),other,tropical_fruits",Chili pepper,,,Agroforest with understory crops under banana,-156.5413416,20.97055273
355,dee84da8-d4e2-4462-9b57-7e36102b65ed,3/25/2023 23:22,,3/25/2023 23:22,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),mai`a_(banana),`uala_(sweet_potato),other",Herbs,,,Mostly banana and sweet potato,-156.5412219,20.97057332
356,fca7c8c7-874f-4ccc-8356-e2b93572ee21,3/25/2023 23:22,,3/25/2023 23:22,,Mary,,Inside the field,One crop,mai`a_(banana),,,,,-156.541321,20.97060668
357,0bcd370a-afd3-4d62-8a8e-363fbcfcb122,3/25/2023 23:22,,3/25/2023 23:22,,Mary,,Inside the field,One crop,other,Honey bees,,,,-156.5413821,20.97060419
358,db5d42e9-61d5-4d8e-94c5-557529b303a9,3/25/2023 23:22,,3/25/2023 23:22,,Mary,,Inside the field,Multiple crops,"tropical_fruits,other",Papaya Bitter melon,,,,-156.5411578,20.97042476
359,02ddfdc7-eb47-4c81-a0b1-04a81bf93a9a,3/25/2023 23:22,,3/25/2023 23:22,,Mary,,On the edge of the field,One crop,kalo_(taro)_-_mala_(dryland),,,,,-156.540897,20.97043889
360,3c1724d8-16df-4f78-a986-474d8c1d3b85,3/25/2023 23:22,,3/25/2023 23:22,,Mary,,Inside the field,One crop,mai`a_(banana),,,,,-156.5410854,20.97074073
361,185080fe-5d27-4f6c-b86c-b608f52d589f,3/25/2023 23:22,,3/25/2023 23:22,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),mai`a_(banana),vegetables_(e.g._leafy_greens_c",,,,Squash,-156.5411505,20.97060747
362,8a373a41-8e82-473d-b300-9c155893b7d7,3/25/2023 23:22,,3/25/2023 23:22,,Mary,,Inside the field,Multiple crops,tropical_fruits,,,,Citrus noni,-156.5414924,20.97089762
363,b1c73150-8b7c-4826-bdac-108c8133348d,3/25/2023 23:22,,3/25/2023 23:22,,Mary,,On the edge of the field,One crop,mai`a_(banana),,,,,-156.5414483,20.97089747
364,2b71416a-634f-4148-93f7-a2866d4ef44b,3/25/2023 23:23,,3/25/2023 23:23,,Mary,,On the edge of the field,Fallow,,,,,,-156.5410252,20.97080688
365,a81497d8-a3bb-40bf-8235-b989bdda4ff8,3/25/2023 23:23,,3/25/2023 23:23,,Mary,,On the edge of the field,Fallow,,,,,,-156.5408237,20.97065244
366,acfe1b7a-5304-4d79-b1dc-a134d7487c0a,3/25/2023 23:23,,3/25/2023 23:23,,Mary,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),other",,,,,-156.5408909,20.9703126
367,ec5ab138-5aee-4b1a-81b6-2278b758e3b2,3/25/2023 23:23,,3/25/2023 23:23,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),`uala_(sweet_potato),mai`a_(banana)",,,,,-156.5412741,20.97027905
368,c3280176-f22a-499c-bd80-7dfcc13d45bc,3/25/2023 23:23,,3/25/2023 23:23,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),tropical_fruits,`uala_(sweet_potato)",,,,,-156.5413962,20.9703396
369,037aa0c0-3b2e-4a69-afa5-a02a2fdafec4,3/25/2023 23:23,,3/25/2023 23:23,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),mai`a_(banana)",,,,Vanilla bean,-156.5414213,20.97036809
370,aa6a61da-9065-4f0a-a10e-be048376dc05,3/25/2023 23:23,,3/25/2023 23:23,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),mai`a_(banana)",,,,,-156.5414082,20.97036377
371,6ccbc060-b703-4980-b1fc-704ff1ca37a9,3/25/2023 23:23,,3/25/2023 23:23,,Mary,,On the edge of the field,Multiple crops,"vegetables_(e.g._leafy_greens_c,tropical_fruits,kalo_(taro)_-_mala_(dryland)",,,,,-156.5408938,20.97006352
372,83b0fb1b-3363-491f-8861-e99c6e4e3a4c,3/25/2023 23:23,,3/25/2023 23:23,,Mary,,On the edge of the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),`ulu_(breadfruit),tropical_fruits",,,,,-156.5405609,20.96995389
373,c4385f20-8c71-4225-bdd0-7fa85d75262c,3/25/2023 23:23,,3/25/2023 23:23,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Mountain apple,-156.5404138,20.96984947
374,7f00f10f-2a6f-4cfc-8f6c-ebf8b347146d,3/26/2023 23:28,,3/26/2023 23:28,,Brigette Tomas ,,Inside the field,One crop,coffee,,,,"windbreak and shade trees
Grass
farm used to grow corn and asparagus.",-156.3517944,20.76647376
375,6305a3f7-d6fd-4bdb-a975-06e17342ce8e,3/26/2023 23:39,,3/26/2023 23:39,,Brigette Tomas,,Inside the field,Multiple crops,"coffee,mai`a_(banana),vegetables_(e.g._leafy_greens_c",,,,Squash,-156.3518791,20.76688204
376,84c6e9eb-e512-46d4-a85f-1d91eef99110,3/26/2023 23:39,,3/26/2023 23:39,,Brigette Tomas,,Inside the field,One crop,tropical_fruits,,,,"Mango
fallow",-156.3519627,20.76690208
377,05743a98-d68d-4d20-ab0d-c9e0cb4f0602,3/27/2023 1:44,,3/27/2023 1:44,,Charlotte Cabaccang,,On the edge of the field,One crop,other,Banana,,,Used to be a grove citrus trees and other ,-156.5410569,20.97070467
378,52a44d92-4840-4650-a089-a76e294edc0e,3/27/2023 1:44,,3/27/2023 1:44,,CC,,On the edge of the field,One crop,other,Banana,,,Used to grow canes but planted grass forulch and feed,-156.541263,20.97071318
379,9a8cedfb-7a9d-4f72-a316-1f7801de2f3b,3/27/2023 1:44,,3/27/2023 1:44,,CC,,On the edge of the field,Multiple crops,other,No no and citrus trees,,,,-156.5414794,20.97091211
380,94e33366-091c-4059-9da7-47828bd449db,3/27/2023 1:45,,3/27/2023 1:45,,CC,,On the edge of the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,Not a wetland. ,-156.5410451,20.97075501
381,919b4c1d-7635-4fed-a7d1-0eaae7147a60,3/27/2023 1:45,,3/27/2023 1:45,,CC,,On the edge of the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,Not a wetland,-156.5409302,20.97071488
382,71568824-a40f-4407-9437-157c7c4a9670,3/27/2023 1:45,,3/27/2023 1:45,,CC,,On the edge of the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),other","Guava, banana",,,,-156.5408318,20.97057179
383,0f23a887-79bb-4ef1-a0fb-0cc2abc0c4e0,3/27/2023 1:45,,3/27/2023 1:45,,CC,,On the edge of the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),`uala_(sweet_potato)",,,,Also uses reeds as pasture,-156.5412402,20.97030178
384,666ca3b8-4226-47f2-86db-a922176d3e3a,3/27/2023 1:45,,3/27/2023 1:45,,CC,,Inside the field,One crop,coffee,,,,They use the trees as shade for the coffee and collect wood chips to utilize all its potential. They said they decreased soil erosion by 95%. Plot used to be used for corn and asparagus.,-156.3517801,20.76652742
385,e133e20a-d873-4e38-8240-b48c5fc9bbe2,3/27/2023 1:45,,3/27/2023 1:45,,CC,,Inside the field,One crop,other,Mango,,,Uses big trees planted 20 years ago to shade most of the property and acts as windbreaks. Also uses banana trees as windbreaks (they also get harvested). ,-156.3519038,20.76694359
386,379f6815-05e0-4a19-a962-ca8d5c103953,3/27/2023 1:46,,3/27/2023 1:46,,CC,,On the edge of the field,Multiple crops,other,Citrus and Longan trees,,,Most shade trees are nitrogen fixing and used as infinite wood chips (cut branches only so if can bounce back every year) ,-156.3521426,20.76707244
387,0d69da6e-6a67-4163-ba6c-37f0f71432d3,3/27/2023 1:46,,3/27/2023 1:46,,CC,,On the edge of the field,One crop,other,Squash,,,,-156.351602,20.76732897
388,045d340a-33b9-4ee5-9ec1-4532d1a9c332,3/27/2023 1:46,,3/27/2023 1:46,,CC,,On the edge of the field,Home garden or irregular,other,25 tons of food waist and roadkill and fish waist from boats.,,,"Used 25 tons of food waiSt and roadkill to add to their compost, and they solely use this pile for compost for the whole farm",-156.3514501,20.76719271
389,5db0c5fc-3c29-4443-b168-5f1133f930b9,3/27/2023 1:46,,3/27/2023 1:46,,Cc,,On the edge of the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),vegetables_(e.g._leafy_greens_c,pineapple,other","Dragonsfruit, tomatoes",,,Uses ratio after harvesting to prevent weeds and lets insects or microbes wat away at the remaining plant matter.,-156.3511358,20.76683845
390,a9b19f38-31d5-4ded-b68f-876b4f163d43,3/27/2023 1:46,,3/27/2023 1:46,,CC,,Inside the field,Multiple crops,"other,tropical_fruits","Papayas, mangoes, and other fruit trees",,,,-156.3508794,20.76652169
391,a7c8c2a5-7630-4a1a-a241-eecb16ec695c,3/27/2023 2:48,,3/27/2023 2:48,,Brigette Tomas,,Inside the field,One crop,tropical_fruits,,,,Grapefruit,-156.3521221,20.7671456
392,451ecb55-6647-4bf3-9821-0cd800a18bc9,3/27/2023 2:48,,3/27/2023 2:48,,Brigette Tomas,,Inside the field,Multiple crops,other,"Garlic, Fig trees",,,Inside a green house ,-156.3519227,20.76726998
393,86c33ab9-4b2e-4dfc-95a9-6c0548450837,3/27/2023 2:48,,3/27/2023 2:48,,Brigette Tomas,,Inside the field,Multiple crops,other,"Beans, cucumbers, garlic, pigeon peas, and sugarcane",,,Green house sturucture just went up,-156.3515864,20.76723465
394,cc69ce6e-4cd2-461a-bf98-ae4f1c76eeb8,3/27/2023 2:48,,3/27/2023 2:48,,Brigette Tomas,,On the edge of the field,Home garden or irregular,other,Composte area ,,,Composte area,-156.3514498,20.7671259
395,00fb3e69-0ae1-46c7-8e36-99c3ea6d8fb1,3/27/2023 2:49,,3/27/2023 2:49,,Brigette Tomas,,On the edge of the field,Multiple crops,vegetables_(e.g._leafy_greens_c,,,,"Lettuce, grass( cover crop), mustard lettuce, tomatoes",-156.3512105,20.76681756
396,a2dd7506-211e-4fe8-adaa-076ee376b57a,3/27/2023 2:49,,3/27/2023 2:49,,Brigette Tomas,,Inside the field,Multiple crops,"avocado,tropical_fruits",,,,Mango and Avocados,-156.3509838,20.76654302
397,e7520f94-2eca-4eac-a58f-4188e00bfe96,3/27/2023 2:49,,3/27/2023 2:49,,Brigette Tomas,,Inside the field,One crop,,,,,"Longon tree
Bee keeping ",-156.3507687,20.76642957
398,4432fbbc-8cc3-4ef1-9992-44d76f5c0424,3/27/2023 2:49,,3/27/2023 2:49,,Brigette Tomas,,Inside the field,One crop,coffee,,,,,-156.350784,20.76632198
399,54b968d7-737d-4caa-aee5-cbfe87669996,3/27/2023 2:49,,3/27/2023 2:49,,Brigette Tomas,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),other",Garlic,other,Garlic,Part of mixed crop field,-156.3515889,20.76636398
400,3f9cedf8-00cf-4a08-82b8-ef6611a3ec4d,3/27/2023 2:49,,3/27/2023 2:49,,Brigette Tomas,,On the edge of the field,Multiple crops,"mai`a_(banana),niu_(coconut),sugarcane",,,,,-156.3516475,20.76462859
401,3c8f7e04-57f5-423f-bc26-29067a7dcaa1,3/27/2023 21:41,,3/27/2023 21:41,,Hunter Welch Scott,,On the edge of the field,One crop,macadamia_nut,,,,,-157.0478767,21.16724333
402,03b27c2e-66a1-4234-826b-c8d7c4176815,3/27/2023 21:41,,3/27/2023 21:41,,Hunter Welch Scott,,On the edge of the field,One crop,macadamia_nut,,,,,-157.047545,21.16719667
403,d168b770-1867-4f5b-9cab-f14bac827537,3/27/2023 21:42,,3/27/2023 21:42,,Hunter Welch Scott,,On the edge of the field,One crop,other,Kukui Nut,,,"There is lots of black plastic in the ground from past corprate farms
",-157.04726,21.16687667
404,8bc9ac32-2c2c-4f3e-bc54-73da36ee81b4,3/28/2023 0:51,,3/28/2023 0:51,,Kahaku,,On the edge of the field,Multiple crops,"mai`a_(banana),other,tropical_fruits","Citrus trees, sour sap, mango",tropical fruits,,Kahaku,-156.8502118,21.05771722
405,ad7f4056-a821-40b0-ad66-61ff327fd06b,3/28/2023 0:51,,3/28/2023 0:51,,Kairee,,On the edge of the field,Multiple crops,"mai`a_(banana),tropical_fruits,other","Citrus trees, sour sap, mango",tropical fruits,,,-156.8501767,21.05768567
406,3b18eb12-3a85-456d-89e1-52ea001757b1,3/28/2023 0:51,,3/28/2023 0:51,,Kahaku,,Inside the field,Multiple crops,"mai`a_(banana),tropical_fruits,other","Citrus trees, sour sap, mango, calamungay, milo, kukui",tropical fruits,,,-156.8502428,21.05777316
407,7e71772e-64d7-4ba4-be2a-0ed2f60d5862,3/28/2023 0:52,,3/28/2023 0:52,,Kairee,,Inside the field,Multiple crops,"mai`a_(banana),tropical_fruits,other","Citrus trees, sour sap, mango, calamungay, milo, kukui",tropical fruits,,,-156.8502356,21.05775275
408,b44b8f69-f506-4a6c-a610-d4ebe9935985,3/28/2023 0:52,,3/28/2023 0:52,,Kairee,,On the edge of the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),mai`a_(banana)",,kalo (taro) - mala (dryland),,,-156.8499888,21.05759605
409,a9af681e-e67a-4a3b-a067-bc7489d23f93,3/28/2023 0:52,,3/28/2023 0:52,,Kahaku,,On the edge of the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),mai`a_(banana)",,kalo (taro) - mala (dryland),,,-156.8499727,21.05759197
410,863d1032-b946-417e-8410-25ba73d28c85,3/28/2023 0:52,,3/28/2023 0:52,,KP,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),other","Tiare, dragonfruit, puakenikrni, kukui",`ulu (breadfruit),,,-156.8495282,21.05778324
411,0776cccb-36c2-4757-8848-e33d900ba5b0,3/28/2023 0:52,,3/28/2023 0:52,,KLV,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),tropical_fruits,other","Tiare, dragonfruit, puakenikrni, kukui",`ulu (breadfruit),,,-156.8493988,21.05785872
412,a817f483-0f35-4f9d-a90b-56923834a93a,3/28/2023 0:52,,3/28/2023 0:52,,KP,,On the edge of the field,Multiple crops,"tropical_fruits,`ulu_(breadfruit),mai`a_(banana)",,`ulu (breadfruit),,,-156.8493363,21.05814131
413,54aed058-7b29-4d66-8dc5-7636210bcb68,3/28/2023 0:52,,3/28/2023 0:52,,KLV,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),tropical_fruits,other",Mountain apple,`ulu (breadfruit),,,-156.849273,21.05815872
414,670a2ecf-90a2-4189-b915-64777add2095,3/28/2023 0:52,,3/28/2023 0:52,,KP,,On the edge of the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),`ulu_(breadfruit),mai`a_(banana),tropical_fruits",,`ulu (breadfruit),,,-156.8491622,21.05818797
415,ec5d39f1-756d-4eb5-8532-22a1a07d9e65,3/28/2023 0:52,,3/28/2023 0:52,,Kairee,,On the edge of the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),tropical_fruits,`ulu_(breadfruit)",,`ulu (breadfruit),,,-156.8491809,21.05817511
416,0b1cc016-37d9-4599-a428-9a596e3326bb,3/28/2023 0:52,,3/28/2023 0:52,,KP,,Inside the field,One crop,kalo_(taro)_-_mala_(dryland),,,,"ʻUlaʻula moano, ʻeleʻel naeauea",-156.8491118,21.05825227
417,cbf54ab3-1f89-4cfd-a77c-6a0e2da8e9bb,3/28/2023 0:53,,3/28/2023 0:53,,KP,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana),other","Pohinahina, crown flower, aloe, native trees",mai`a (banana),,Apple banana,-156.8489065,21.05826469
418,24c508fa-35cf-4d83-8bd3-dbe0e24169a2,3/28/2023 0:53,,3/28/2023 0:53,,KLV,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana)",,mai`a (banana),,Apple banana,-156.8488142,21.05820783
419,a5da3ad0-8b38-4727-938d-f0eedd3a28e6,3/28/2023 0:53,,3/28/2023 0:53,,KP,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),other,mai`a_(banana)",Pua kalaunu,`ulu (breadfruit),,,-156.8485442,21.05781539
420,95801c58-23d1-412b-a608-154f329b82b7,3/28/2023 0:53,,3/28/2023 0:53,,KLV,,Inside the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana),kalo_(taro)_-_mala_(dryland)",,`ulu (breadfruit),,Maʻafala,-156.8482293,21.05783425
421,a01d2132-bd5d-475f-89e1-19b9c9fd3ceb,3/28/2023 0:53,,3/28/2023 0:53,,KLV,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),`ulu_(breadfruit),mai`a_(banana),other",Tileaf. Pua kalaunu,,,,-156.8481928,21.05789727
422,bdbb675d-a1a1-4826-b1ae-86d521d5cca7,3/28/2023 0:53,,3/28/2023 0:53,,Kahaku,,Inside the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),`ulu_(breadfruit),mai`a_(banana),other","Pua kalaunu, tileaf",`ulu (breadfruit),,,-156.8481933,21.05790702
423,b266a89e-0cd9-4ebf-a3d7-41f51d3bfc42,3/28/2023 0:53,,3/28/2023 0:53,,KP,,Inside the field,Multiple crops,"`uala_(sweet_potato),kalo_(taro)_-_mala_(dryland)",,kalo (taro) - mala (dryland),,,-156.8481726,21.05796615
424,7a6dcd16-5782-4d34-8f4c-abbb3a3deefd,3/28/2023 0:53,,3/28/2023 0:53,,KLV,,Inside the field,Multiple crops,"`ulu_(breadfruit),kalo_(taro)_-_mala_(dryland),mai`a_(banana),`uala_(sweet_potato),other","Aalii, uhaloa, helei, wiliwili",,,,-156.8481584,21.058015
425,d107fa09-0db4-461d-8a09-41a00cb9bab0,3/28/2023 0:53,,3/28/2023 0:53,,KP,,Inside the field,Multiple crops,"`ulu_(breadfruit),`uala_(sweet_potato),other,tropical_fruits","Uhaloa, popolo, helei, wiliwili, cjili pepper",`ulu (breadfruit),,"
",-156.8481199,21.05802098
426,512746fd-41a1-49ca-a46e-9e353f063974,3/28/2023 0:53,,3/28/2023 0:53,,KP,,Inside the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana),`uala_(sweet_potato),kalo_(taro)_-_mala_(dryland),macadamia_nut,other","Uhaloa, popolo",`ulu (breadfruit),,,-156.8481035,21.05780063
427,220b173b-417b-4c8f-92b4-7671b895cdbb,3/28/2023 0:53,,3/28/2023 0:53,,KP,,Inside the field,One crop,`ulu_(breadfruit),,other,,,-156.8480411,21.05790811
428,e38cd67d-499f-4a26-827b-70b18537011e,3/28/2023 0:53,,3/28/2023 0:53,,KLV,,Inside the field,One crop,`ulu_(breadfruit),,,,"Maʻafala
",-156.848025,21.0581147
429,ff43397e-9e5a-4366-b649-27efa696c00f,3/28/2023 0:54,,3/28/2023 0:54,,KP,,On the edge of the field,One crop,`ulu_(breadfruit),,,,"Maafala
",-156.8480382,21.05840197
430,14dde1f9-09e2-4a22-99de-3ad47b57d0a9,3/28/2023 0:54,,3/28/2023 0:54,,KLV,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.8480093,21.05837866
431,a2a658f2-d1ad-43a7-9fff-7e34fc84f77a,3/28/2023 0:54,,3/28/2023 0:54,,KP,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.8479889,21.05811383
432,753178de-fe05-4818-a4cb-33df747c8f91,3/28/2023 0:54,,3/28/2023 0:54,,KP,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),kalo_(taro)_-_mala_(dryland),`uala_(sweet_potato),mai`a_(banana),tropical_fruits,macadamia_nut,other",Native plants,`ulu (breadfruit),,,-156.8486033,21.05779902
433,739545c7-47f9-45f5-b401-af469cd8fff4,3/28/2023 0:54,,3/28/2023 0:54,,KLV,,On the edge of the field,Multiple crops,"kalo_(taro)_-_mala_(dryland),`ulu_(breadfruit),mai`a_(banana),tropical_fruits",,`ulu (breadfruit),,,-156.8488899,21.05783405
434,2f560cd1-e216-407f-8bc5-1f9da36e820a,3/28/2023 0:54,,3/28/2023 0:54,,KP,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),other","Puakenikeni, tiare. Kukui, kou",`ulu (breadfruit),,,-156.8494524,21.05781867
435,1630eef4-709d-499c-bf36-3d54c0788313,3/28/2023 0:54,,3/28/2023 0:54,,KLV,,Inside the field,Multiple crops,"other,`ulu_(breadfruit)","Puakenikeni, tiare, kukui, kou",`ulu (breadfruit),,"
",-156.8496363,21.05785893
436,6e4ef395-995a-4496-a1f6-130977e982a0,3/28/2023 0:54,,3/28/2023 0:54,,KP,,On the edge of the field,Home garden or irregular,other,"Fish, native plants",,,,-156.8499609,21.05739874
437,f6f3624e-4fc1-4bea-9afc-145e92938e0d,3/28/2023 0:54,,3/28/2023 0:54,,KLV,,On the edge of the field,Home garden or irregular,other,"Fish, native plNts",other,,,-156.850198,21.0572639
438,07f8bc3d-278f-410d-9400-01ed134bf57f,3/28/2023 0:54,,3/28/2023 0:54,,KLV,,On the edge of the field,Home garden or irregular,other,Fish,other,,,-156.8503168,21.05721799
439,31c435a2-2607-4729-8515-09c67cf0ef2f,3/28/2023 0:54,,3/28/2023 0:54,,KP,,On the edge of the field,Home garden or irregular,other,Fish,,,,-156.8503696,21.05698479
440,0299f4c1-ca8f-485e-8268-8353edb1467f,3/28/2023 0:55,,3/28/2023 0:55,,KLV,,On the edge of the field,Home garden or irregular,other,Fish,other,,,-156.8503534,21.05696997
441,6a546fa8-635b-4027-9d6c-ce0932f04695,3/28/2023 0:55,,3/28/2023 0:55,,KP,,On the edge of the field,Home garden or irregular,other,Fish,other,,,-156.8503644,21.05699291
442,7620838c-8f03-44a5-8185-fab1de0e655d,3/28/2023 0:55,,3/28/2023 0:55,,KLV,,On the edge of the field,Home garden or irregular,other,Fish,,,,-156.8503638,21.05698929
443,00e2d0bd-d30c-413e-8787-708ad845976a,3/28/2023 0:55,,3/28/2023 0:55,,KP,,On the edge of the field,Home garden or irregular,other,Fish,other,,,-156.8503643,21.05700674
444,eb56e81b-1cc6-4306-838e-a4cc0e51feaa,3/28/2023 0:55,,3/28/2023 0:55,,KLV,,On the edge of the field,Home garden or irregular,other,Fish,,,,-156.8503577,21.05699528
445,7066ffbf-df3e-48b4-b682-e11a95ed337e,3/28/2023 0:55,,3/28/2023 0:55,,KLV,,On the edge of the field,Home garden or irregular,other,,,,,-156.8503733,21.05700252
446,414a51ff-068b-4224-b0fd-5b0474accf56,3/28/2023 0:55,,3/28/2023 0:55,,KP,,On the edge of the field,Home garden or irregular,"niu_(coconut),other",Fish,other,Fish,,-156.8503531,21.05696307
447,2345fb0e-f4e4-4dc1-8364-23e3747bf13a,3/28/2023 0:55,,3/28/2023 0:55,,KP,,On the edge of the field,One crop,"tropical_fruits,other",Mango,,,,-156.8068085,21.06972048
448,ed6fa0f6-e245-4c2b-bbdd-2208c16fa4f9,3/28/2023 0:55,,3/28/2023 0:55,,KLV,,On the edge of the field,One crop,tropical_fruits,,,,"Mango patch
Mapulehu",-156.8068179,21.06973845
449,c17d4abb-7f86-4418-96dc-03404f596961,3/28/2023 0:55,,3/28/2023 0:55,,KP,,On the edge of the field,One crop,tropical_fruits,,,,Mapulehu mangoes,-156.806846,21.06967984
450,805b04e7-2668-45ea-bfbd-1da4e0c60efe,3/28/2023 0:55,,3/28/2023 0:55,,KP,,Inside the field,One crop,"other,tropical_fruits","Noni, mango",tropical fruits,,,-156.8067193,21.06938968
451,7cb47299-0085-4b89-b5cb-4fb802a7cd82,3/28/2023 0:55,,3/28/2023 0:55,,KLV,,Inside the field,One crop,tropical_fruits,,,,Mango,-156.8064665,21.06866785
452,ebdd7949-10b6-469a-afab-6162475c2aa2,3/28/2023 0:56,,3/28/2023 0:56,,KP,,Inside the field,Multiple crops,"tropical_fruits,other","Mango, noni",tropical fruits,,Mapulehu mangoes,-156.806373,21.06839417
453,a688aced-2861-4941-b86d-38c4ea4d4675,3/28/2023 0:56,,3/28/2023 0:56,,KP,,Inside the field,Multiple crops,"tropical_fruits,other,sugarcane","Mango, noni",tropical fruits,,,-156.8061004,21.06788557
454,cd80ba1c-c15d-49c6-ad6c-5de0f8fbfb65,3/28/2023 0:56,,3/28/2023 0:56,,KLV,,Inside the field,One crop,tropical_fruits,,,,Mapulehu mango,-156.8055513,21.0676305
455,bc652773-27d3-447e-8057-361953b2c5d4,3/28/2023 0:56,,3/28/2023 0:56,,KP,,Inside the field,One crop,"tropical_fruits,other",,tropical fruits,,"Mapulehu mango
",-156.8052161,21.06742766
456,0803df1b-5574-4300-a8ff-1385f4047562,3/28/2023 0:56,,3/28/2023 0:56,,KP,,On the edge of the field,One crop,niu_(coconut),,,,,-156.8050968,21.06692991
457,9e094d6f-269e-4fa4-801d-689c9e69c9f3,3/28/2023 0:56,,3/28/2023 0:56,,KP,,Inside the field,One crop,tropical_fruits,,,,"Mapulehu mangoes, not ripe
",-156.8055243,21.06762421
